זמן תשובה,רב,תשובה
2022-12-10 16:23:57,הרב צביקה,"אם אפשר , צריך לחכות"
2022-12-10 19:24:59,הרב צביקה,כן
2022-01-11 06:36:38,הרב צביקה,אם הוא ישן יש תמיד חשש שהידיים עסקניות
2022-01-11 10:21:05,הרב צביקה,אחרי כל שינה צריך ליטול ידיים.
2022-01-11 10:22:03,הרב צביקה,"מי שהוריד את התפילין ולא הסיח דעתו יכול להניח אח""כ ללא ברכה."
2022-01-11 12:01:18,הרב צביקה,אם המאכל לפניו אף אם לא התכוון לאוכלו.
2022-01-11 12:50:14,הרב צביקה,לנגב
2022-01-11 12:50:26,הרב צביקה,אם אין בעיית צניעות מותר ללמוד תורה
2022-01-11 16:23:31,הרב צביקה,כן
2022-01-11 17:12:58,הרב צביקה,"עדיף לענות שלום כי הוא מכינוייו של הקב""ה"
2022-01-11 20:01:46,הרב צביקה,חובה 3 סעודות כזית לחם לא צריך להגזים בסעודות
2022-02-11 15:06:08,הרב צביקה,או להטביל ולייבש טוב טוב 3 ימים
2022-02-11 15:27:23,הרב צביקה,כן
2022-02-11 15:31:43,הרב צביקה,בזמן תענית שצריך לצום
2022-02-11 15:44:51,הרב צביקה,זה לא קשור לפרישה מן הציבור
2022-02-11 15:46:21,הרב גבריאל פאל,הרב אם וודאי שהוא יהרס הכלי אי אפשר להסתמך על חלקת יעקב שאומר שכלי חשמלי נחשב כמחובר לקרקע ופטור מהטבילה?
2022-02-11 15:58:01,הרב צביקה,זו שיטה שרוב הפוסקים דחו
2022-02-11 16:03:32,הרב צביקה,אם הוא עושה קנין
2022-02-11 18:48:20,הרב צביקה,בכסף או משיכה או קנין סודר אם החפץ לא נמצא
2022-02-11 19:27:22,הרב צביקה,1. מותר
2022-02-11 21:18:44,הרב צביקה,אפשר דרך אתר של צומת
2022-02-11 21:19:07,הרב צביקה,שם את המטלית בסדקים ואז מטביל
2022-02-11 22:05:27,הרב צביקה,עדיף
2022-02-11 22:06:35,הרב צביקה,ציך פעולת קנין
2022-04-11 16:13:55,הרב צביקה,אצלך בבית אין מצווה
2022-05-11 18:44:16,הרב צביקה,במקום הפקר
2022-05-11 18:57:00,הרב צביקה,מותר
2022-05-11 18:58:28,הרב צביקה,צריך לתת מעשר רק אחרי שהרווח נכנס.
2022-05-11 18:59:50,הרב צביקה,"צדקה, לא מעשר"
2022-05-11 19:01:47,הרב צביקה,אסור חיבוקים ונשיקות
2022-05-11 19:02:20,הרב צביקה,צריך להפקיר לפני הטלת הביצים
2022-05-11 19:10:42,הרב צביקה,כדי שהמצווה תחול צריך שהביצים יהיו במקום הפקר
2022-05-11 20:09:01,הרב צביקה,נכון
2022-05-11 20:09:13,הרב צביקה,אשה צריכה לכסות עד המרפק
2022-05-11 20:13:27,הרב צביקה,בבית יכולה ללכת לא צנוע
2022-05-11 21:02:53,הרב צביקה,"רמב""ם הלכות יסודי התורה פרק ה הלכות י - יא"
2022-05-11 21:46:12,הרב צביקה,כן
2022-06-11 13:03:55,הרב צביקה,"תה - מקילים בכלי שלישי שש""כ מהדורה ראשונה א, לח, שו""ת יביע אומר ז,מ."
2022-06-11 13:04:43,הרב צביקה,"אמירת קרבנות - מובא בשו""ע א, ט כיש נוהגין."
2022-06-11 17:44:31,הרב צביקה,א. שאסור לספור גם אם אפשר.
2022-07-11 22:13:22,הרב צביקה,"1. לכתחילה מים, אם אין מים אפשר בכל דבר."
2022-07-11 22:15:14,הרב צביקה,לא
2022-07-11 22:30:31,הרב צביקה,זה לא ממש גזל כי שינה אינה רכוש שניתן לקחת.
2022-07-11 22:35:30,הרב צביקה,זה לא מקרירות זה מריחוק מנשים.
2022-07-11 22:46:08,הרב צביקה,"כדאי, אבל מסוכן"
2022-07-11 23:08:34,הרב צביקה,לא
2022-07-11 23:09:09,הרב צביקה,אם התנור נקי זה פרווה
2022-08-11 10:11:24,הרב צביקה,כן
2022-08-11 10:13:21,הרב צביקה,לא חובה
2022-08-11 12:43:47,הרב צביקה,אפשר.
2022-08-11 22:14:20,הרב צביקה,נחשב מעשר
2022-09-11 07:05:07,הרב צביקה,אם יודע שקובע סעודה מברך המוציא
2022-09-11 13:12:54,הרב צביקה,מותר
2022-09-11 14:55:56,הרב צביקה,רק אם תכננתם מההתחלה
2022-09-11 15:43:33,הרב צביקה,צריך משהו שיפריד כראוי מהפרי לשאר האשפה
2022-09-11 20:11:03,הרב גבריאל פאל,https://youtu.be/BcSuwrLupFA
2022-10-11 08:32:42,הרב צביקה,מותר
2022-10-11 08:34:29,הרב צביקה,לא צריך
2022-10-11 08:34:43,הרב צביקה,לא לצאת עם זה לתקשורת !
2022-10-11 12:50:32,הרב צביקה,"אם יש הרבה חמאה ומרגישים את הטעם מברכים מזונות לדעת השו""ע, לדעת הרמ""א צריך שיהיה יותר חמאה מקמח"
2022-10-11 12:51:02,הרב צביקה,"ראוי למי שרוצה להחמיר לשים תפילין ר""ת"
2022-10-11 14:43:46,הרב צביקה,"פיצה רגילה זה בצק רגיל וברכתה המוציא, אלא אם כן הבצק עשוי גם מחלב או מרגרינה"
2022-10-11 14:50:31,הרב צביקה,צריך 240 גרם
2022-10-11 15:00:56,הרב צביקה,אותו דין
2022-10-11 15:07:33,הרב צביקה,תיקון : יותר תבלינים ושמן מהמים
2022-10-11 15:07:37,הרב צביקה,לא מהקמח
2022-10-11 15:11:25,הרב צביקה,יש ספק עדיף תמיד ליטול ידיים ולברך המוציא על לחם
2022-10-11 22:31:05,הרב צביקה,1. אם המלקחיים היו חמים ומלוכלכים מבשר הפלאפל בשרי.
2022-10-11 22:55:17,הרב צביקה,להכניס לתוך סיר עם מים רותחים
2022-11-11 14:58:18,הרב צביקה,הבית יוסף כתב לעצמו מה שאמר לו המלאך
2022-11-11 14:58:33,הרב צביקה,לרוב דברי קבלה נכתבים בארמית כמו הזוהר
2022-12-11 20:16:30,הרב צביקה,מותר
2022-12-11 20:38:34,הרב צביקה,תלוי כמה הוא שיכור
2022-01-12 14:55:24,הרב צביקה,1. צריך עשרה שלפחות שבעה מהם אכלו לחם והשאר אכלו משהו.
2022-01-12 17:07:36,הרב צביקה,לא
2022-01-12 20:43:59,הרב צביקה,"אם היה שיעור בענבים, צריך לברך שוב רק על העץ ועל פרי העץ."
2022-01-12 20:44:08,הרב צביקה,מדרש איכה רבה בפתיחה
2022-01-12 20:45:14,הרב צביקה,לא ידוע היכן קבורות זלפה ובלהה.
2022-02-12 05:48:31,הרב צביקה,מותר
2022-02-12 08:10:03,הרב צביקה,מותר
2022-02-12 08:42:41,הרב צביקה,כן
2022-02-12 12:45:50,הרב צביקה,מותר לצורך האדם
2022-02-12 12:46:30,הרב צביקה,אין בעיה כי המזוזה מכוסה
2022-02-12 12:46:43,הרב צביקה,לא
2022-02-12 15:16:06,הרב צביקה,אשכנזים אסור
2022-02-12 15:29:24,הרב צביקה,כן
2022-02-12 15:31:16,הרב צביקה,כן
2022-03-12 18:11:24,הרב צביקה,מותר
2022-03-12 18:51:44,הרב צביקה,אם קולן לא נשמע בנפרד אלא נבלע בשאר הקולות
2022-03-12 20:22:21,הרב צביקה,אם זה מסננת אסור
2022-03-12 20:22:47,הרב צביקה,"סיפורים על גדולי ישראל זו תורה,"
2022-03-12 21:53:18,הרב צביקה,"כל דבר שאסור לעדות בשבת, אסור לדבר עליו"
2022-03-12 21:53:49,הרב צביקה,"יש עניין בקבךה לא לדבר בשירותים, במקום צורל מותר"
2022-03-12 21:54:20,הרב צביקה,"הסטוריה עצמה אינה תורה, אך צריך לדבר שכל ההסטוריה היא מאת ה'"
2022-03-12 22:21:25,הרב צביקה,כדאי לאכול
2022-03-12 22:33:49,הרב צביקה,"שטיפה יכולה לעזור להוצאת חרקים, אך צריך להסתכל גם על האורז עצמו שאין בתוכו נגיעות"
2022-03-12 22:34:09,הרב צביקה,חיתוך דק או ברירה לצורך אכילה מיידית מותר
2022-03-12 23:01:50,הרב צביקה,חרקים בתוך האורז
2022-04-12 05:36:38,הרב צביקה,לא
2022-04-12 10:22:52,הרב צביקה,"אם המים התחממו בערב יו""ט"
2022-04-12 12:15:40,הרב צביקה,כן
2022-04-12 14:27:48,הרב צביקה,לכתחילה בין 3 ל 10
2022-04-12 15:44:10,הרב צביקה,1. לשטח את האורז ולהסתכל.
2022-04-12 15:54:23,הרב צביקה,ריסוק אסור משום מלאכת טוחן
2022-04-12 16:46:37,הרב צביקה,אם זה כבר טחון מותר
2022-04-12 21:09:08,הרב צביקה,בליל שבת
2022-05-12 10:05:23,הרב צביקה,חיובי
2022-05-12 13:46:12,הרב צביקה,להשיג תפילין
2022-05-12 16:52:40,הרב צביקה,אם לא כתוב שם השם ממש מותר ועדיף לכסות.
2022-05-12 18:01:07,הרב צביקה,זה לבטל מצווה מהתורה
2022-05-12 18:01:36,הרב צביקה,"לכתחילה לא, כי זה מחזק עוברי עבירה"
2022-05-12 18:29:15,הרב צביקה,בית קברות של גויים לא מטמא.
2022-05-12 18:33:26,הרב צביקה,יש כמה סוגי טומאות במת :
2022-05-12 20:33:19,הרב צביקה,כשיש קדושה יש גם טומאה
2022-05-12 22:25:59,הרב צביקה,"אם יש 10 מתפללים ויש שליח ציבור שמתפלל , היחיד לא צריך להתפלל."
2022-05-12 22:26:21,הרב צביקה,"מותר וכדאי ללמוד תורה שבע""פ בלילה שזה כולל משניות"
2022-05-12 22:30:11,הרב צביקה,"עדיף שלא, עדיף תורה שבע""פ"
2022-06-12 08:45:09,הרב צביקה,לא ילבש גבר שמלת אשה
2022-06-12 08:56:47,הרב צביקה,"כל דבר שנהיה נפוץ אצל גברים, מותר"
2022-06-12 14:48:59,הרב צביקה,"רק אם אין ברירה והוא לא מוכן, אפשר."
2022-06-12 23:19:16,הרב צביקה,"לא, כי יש סיכוי גדול שלא יכשל"
2022-06-12 23:19:22,הרב צביקה,צריך טבילה
2022-07-12 22:58:45,הרב צביקה,כן
2022-08-12 08:39:14,הרב צביקה,אם הוא שומע וחלק מהמניין רואים אותו
2022-08-12 19:37:16,הרב צביקה,צריך שיהיה חרם כללי ולא רק שאדם אחד יחרים.
2022-08-12 19:39:03,הרב צביקה,כן
2022-08-12 21:47:56,הרב צביקה,"אבן על קבר זה מנהג, ולא הלכה"
2022-08-12 21:48:45,הרב צביקה,המוצר עצמו כשר אך ניתן לאסור על הציבור את הקניה
2022-08-12 22:24:59,הרב צביקה,כדאי לשכנע אותו להפסיק.
2022-09-12 07:39:55,הרב צביקה,1. לכתחילה לא נותנים מתנות בשבת.
2022-09-12 08:59:11,הרב צביקה,אפשר
2022-09-12 11:18:42,הרב צביקה,1. גם וגם
2022-09-12 11:20:41,הרב צביקה,להסתכל היטב זית זית
2022-09-12 11:34:42,הרב צביקה,ברזל אסור
2022-09-12 12:23:50,הרב צביקה,בעיה \
2022-09-12 12:34:17,הרב צביקה,1. מזונות
2022-09-12 14:14:53,הרב צביקה,אין טרמפים
2022-10-12 19:01:03,הרב צביקה,שבוע טוב
2022-10-12 19:04:18,הרב צביקה,1. לכתחילה אסור לפתוח.
2022-10-12 19:09:34,הרב צביקה,"בנורת לד ניתן להקל בגלל פס""ר דלא ניחא ליה באיסור דרבנן"
2022-10-12 22:22:47,הרב צביקה,שצריך מהדין רק בסוף התפילה
2022-10-12 22:27:02,הרב צביקה,צריך ללכת 3 פסיעות אחורה בסוף התפילה ולא חייבים לפני
2022-11-12 09:03:31,הרב צביקה,אפשר
2022-11-12 12:58:52,הרב צביקה,"לא צריך לרשום בס""ד סתם בדף שילך לפח"
2022-11-12 12:59:53,הרב צביקה,כדי שיהיה להם סייעתא דשמיא . . .
2022-11-12 13:55:03,הרב צביקה,מותר
2022-11-12 14:10:27,הרב צביקה,ולא להכנס ל ד אמותיו
2022-11-12 14:11:52,הרב צביקה,לא לפניו ולא קרוב ל ד אמותיו
2022-11-12 16:59:55,הרב צביקה,ניקוי רציני והבערה מלאה עם אש ממש על ריק
2022-11-12 21:39:35,הרב צביקה,"יש בעיה, כי יש בליעה של טעמים"
2022-11-12 21:40:00,הרב צביקה,פעולה כגון מלאכה או אכילה צריך להתחיל לפני עלות השחר
2022-11-12 23:03:30,הרב צביקה,בעיחתי
2022-12-12 08:52:34,הרב צביקה,כן
2022-12-12 19:20:07,הרב צביקה,לא
2022-12-12 20:34:05,הרב צביקה,צריך לבקש רשות
2022-12-12 22:28:18,הרב צביקה,אם עומדים בתחילת קדיש צריך להמשיך ולעמוד ולא לשבת באמצע.
2022-12-12 22:28:36,הרב צביקה,לחכות ולבקש
2023-01-01 07:16:06,הרב צביקה,"כשרות של חו""ל"
2023-02-01 13:01:24,הרב צביקה,תורה ועבודה
2023-03-01 07:39:29,הרב צביקה,אפשר לספרדים מחצות
2023-03-01 09:45:11,הרב צביקה,לאשכנזים ניתן גם לברך מחצות.
2023-03-01 09:45:40,הרב צביקה,הצום מסתיים בצאת הכוכבים ולא תלוי בתפילת ערבית
2023-03-01 10:02:58,הרב צביקה,מותר
2023-03-01 10:13:12,הרב צביקה,יכול להגיד קריאת שמע כדי לקבל עול מלכות שמים אבל בלי ברכות קריאת שמע
2023-03-01 10:18:32,הרב צביקה,"אם עבר חצות אסור להתפלל שמונה עשרה, אלא לחכות למנחה ולהתפלל תשלומים אחרי מנחה."
2023-03-01 10:18:56,הרב צביקה,אם עברו 4 שעות מהנץ ניתן בדיעבד להתפלל רגיל
2023-03-01 14:04:55,הרב צביקה,עדיף שלא להנות כדי שלא לגרום לגנב להמשיך במעשיו.
2023-03-01 16:45:11,הרב צביקה,כן
2023-03-01 16:45:24,הרב צביקה,קריאת שמע זמנה עד 3 שעות זמניות מהנץ
2023-04-01 09:37:44,הרב צביקה,אם אין שם השם אין בעיה
2023-04-01 09:38:17,הרב צביקה,לשים באיזה פינה ולא לזרוק לפח
2023-04-01 10:45:35,הרב צביקה,כן
2023-04-01 13:27:55,הרב צביקה,לא
2023-04-01 13:31:06,הרב צביקה,כל דיני מליחה
2023-04-01 13:31:28,הרב צביקה,כבד ולב מלאים בדם והמליחה לא מספיקה להוצאת הדם
2023-04-01 17:50:33,הרב צביקה,לכתחילה לא
2023-04-01 18:17:54,הרב צביקה,שכתוב על הבקבוק יין מבושל
